id_annonce,price
36022233,257040.7608104803
35782483,255796.0737561245
36017631,257159.68782831138
35812973,257006.83336918757
35906207,257093.62129219488
36046295,256941.98769330693
35795697,257062.18822106477
35829665,257061.80543738528
35738027,257022.77852335782
36020613,257001.30990139357
35996923,257075.23744941427
35999197,256474.63288707868
35871935,257025.6511102847
36053129,257076.01821832784
36014705,257065.81845421414
36040157,257064.59043818718
35999331,257057.52115070575
35840307,257046.9747461782
35800001,257054.4946422185
34972263,257061.9119948163
36047411,256992.46872862123
35949849,256454.62629728345
35965055,257056.8337531318
35869947,257073.83457598207
35919777,257081.68305598738
35889317,255462.5402213636
35871717,257008.2202564028
35964895,257010.79335768864
36081269,257016.44858517728
35850581,257105.72752785578
35995757,255684.9488176483
36021897,255569.02519906225
35875339,256971.7741450615
35856657,257074.8336370042
36055325,257050.4268031819
36001251,255900.9967492375
36027667,257107.9896448937
35891381,257065.23819923121
36063111,257040.6024438371
35852309,257060.72133948508
35839679,257071.840160524
35977699,257044.71300374725
24049683,256960.47311371492
36038471,257069.4184526496
35761567,257007.890624504
35897013,257074.94980542758
36048941,257082.0926705811
35889293,257055.37202878742
35949541,257099.1983618498
35771703,256928.10746100926
35784513,257057.44143693792
35806947,257119.85836916123
35743893,256921.30891300278
35996771,256969.30247881188
36008299,256580.7479812713
36063101,256966.53295590836
36061925,257028.236288164
36020985,257078.38924119796
35829337,257002.12269093233
35806263,254236.9955558226
35929787,257067.9501750298
35923269,255206.11877187743
35961679,254506.75131119724
35868713,257076.9191682162
35815231,257064.78984356037
36035551,257047.1136931367
35830473,257047.94426903783
36047671,256772.97345269434
35938575,257075.39078311162
35876183,256358.22603130853
36062433,257044.9275213182
32639271,256765.67377908
36018313,257026.7208208861
35868459,257071.04605100534
35856515,257126.7823034772
35768453,257040.85421976406
35800891,256786.1847983856
35749391,257069.47155088678
35746383,257102.15012745018
36087115,257027.0297005207
36033241,257042.71522403814
36026401,257056.98628933734
35765713,257006.0644915375
35879453,257042.65228851238
36047079,257024.84799012064
36016835,257023.7008370743
35965301,256841.2873794342
35878333,257044.7122035049
35852635,256543.64806695736
35875115,257013.6036134265
36038359,257053.6408014545
35897509,257037.86981045775
35842139,257078.4758933766
35860821,257081.38124605775
35872163,257021.15258709187
35814669,257010.20424184165
36031675,257041.5999484845
35779573,257063.07289285256
35816223,256972.47618734633
35672809,257053.88856144
35849203,257045.21718456343
36033129,257049.70742817956
35979543,257063.92862264955
35762443,257087.92332817227
36017703,256978.62337905957
35775903,256880.11752749578
35793835,257061.648682629
36052311,257072.3669794179
34233003,256175.38401815685
35848283,257055.16173273732
35886815,257072.1362137362
35842255,257073.56418136234
35991661,257059.07718984887
35871537,257016.6275409908
35861683,257099.76131735166
35807829,257069.7206956848
35899395,257150.42337162697
36045351,257079.216140458
29861959,257051.2605003169
35858581,257005.34802534408
35817259,257044.04036305659
36047663,257040.31506343768
36014019,255328.3954836603
35868787,257010.27156868222
35752715,257107.09210883104
36006415,257068.86298714523
35783181,257084.08074490674
35866963,257085.73646732836
35868033,253987.00097912992
35837327,257031.75447082522
32960273,253993.28337367935
36061929,257047.0944061714
35847687,257090.58392846354
35812885,257040.39736396124
35849223,257002.49056843392
35739903,257074.93831596497
30838023,257085.4261118707
35964941,256900.68079450756
35870267,257053.487839927
35888791,257073.43908725693
24992877,254590.6577336563
35864071,256887.00030187756
31358757,257052.45984141613
35878631,257016.90851553492
35841553,257090.34781871884
35864591,257082.10923086765
35858737,257093.22753392803
36029657,257066.03293061355
35886369,257067.7523653935
35947669,257028.8807497702
35999107,257106.37085176096
35832063,256947.14310390738
35835837,257249.96182829764
35870919,256965.52741290172
36051779,257075.5832798509
35903119,257068.42038077457
36071743,256984.43826614614
36049843,257074.78297326283
35808545,257044.24167767033
36027525,257069.960470093
36018759,256958.2491644411
35798141,257024.7290620371
35956791,257061.43167773722
36049639,256915.62553115314
35816599,256959.2112241192
35851315,257087.08159247835
35811083,257057.2961761215
30303203,257055.63248003199
35857687,257071.94979287832
35827381,257013.06755210433
36071117,257029.15586918953
36030315,257101.4282784496
35808257,256999.66684538012
36043295,253996.3367667869
35823437,256976.44470428128
35846293,257072.27107179997
35733165,255503.2360650668
35846513,255943.74582436195
35776591,257080.90180676838
36041761,257070.29354025354
35870265,257034.35525438405
35741789,257032.863706252
36051769,255305.60524695204
35914311,256735.40210089536
36021445,256999.959993762
35901669,257059.93327500526
36058045,257047.28595436475
35965399,257071.5292669882
35787291,257084.016544315
36047813,257088.00057363816
35978135,257014.6357479073
35849071,257067.37483246645
35854991,257003.33493568836
36058187,257114.94076988587
35889185,257060.15387466497
36017905,257080.8244649764
35795331,257002.86695393402
36049941,256821.45514056046
35831341,257024.62013360526
36015009,257016.16329190126
33583741,257052.95438142435
36028667,257045.41539806905
35863553,257057.11450189012
35964909,257025.45952741182
28353205,257049.29981737127
35826911,256927.3279836758
35903835,257001.4327763369
35782733,257033.23465625048
35839631,255685.048685976
35824933,257042.48725285882
35855067,257027.41237701374
36021093,257059.33747953363
36025209,257060.0223563844
35808761,257054.37319097028
35633865,256849.22636202228
35798111,256908.76266332058
35781737,256953.76207020791
36015745,257046.250224816
35796695,256978.77437680025
35820479,257069.66561996893
36018317,257039.00351869932
35845755,257074.25269863952
35780839,257014.54673893572
35906249,255881.90600468492
36014777,257038.34889116525
35839747,257058.46407490567
35791083,256880.8868797764
35820093,255884.70417464478
35846405,257081.147184579
35786847,256996.21465421835
35741701,257037.36503429647
35750409,257045.33928471818
36057371,257091.6413171054
35771957,257036.27931401145
36014447,255020.84874671558
35991353,257083.2907688442
35901989,256987.3430498527
35816051,257048.0952231429
35863817,257022.26611937548
35963859,257081.35294647378
36003561,254182.24494199926
36060801,257018.9592071639
35851127,257051.24744015952
36052337,256964.32081255963
35819653,257070.4752540667
35763527,257085.85984119537
35995783,257089.3844583303
36041699,257051.60941663763
36015735,257058.1951251677
35888839,256977.8450263421
35782867,257091.40928611808
35961277,257009.6824692963
36033851,257068.64660165232
36045409,257063.27125361265
35964545,256806.55886302362
35832215,257035.2160070749
35908107,257067.73981054864
36003567,257091.80827332268
36062621,257057.03002204816
35939721,257080.30013247713
36016683,256816.95488754555
36009987,257053.07164299308
35804817,257055.16390406375
35880767,255469.17639706156
35996873,257082.12467593112
35786841,257049.45449851503
35977713,257058.41335556266
36040783,257064.67221941423
35829823,257054.4154700571
36046971,257036.91050864136
35875935,257039.93920452608
35845005,257029.03448384296
36027163,257055.08184937923
35875731,256695.03055571072
36038151,256954.45606320314
35763689,257032.80893270136
35964609,254623.00409796205
35970415,256837.39871643356
35775591,254968.455476479
35889721,257062.4367327985
36048489,257053.85788037867
36010191,257091.86441052024
36000125,256819.03916329527
35638213,257087.66210199235
36053105,255282.4616439758
35761093,257082.0161484181
35836189,256901.9555011734
35812107,257053.16212197684
35761351,255468.15003539613
36030567,257026.83524565815
35953679,257080.19667725347
36048345,257092.96909678145
36027489,257071.94524288515
35928599,257055.9465665424
35831293,257032.09157606497
36016309,256973.9970907682
35885519,257082.347616211
35812709,257159.60310405013
35880553,257081.1202385573
36020191,254762.41994793568
36053693,256995.87875607915
35809023,256108.67421934902
35890001,257036.31739649337
35920005,256867.6410488163
35852693,257079.3484812047
35996317,256885.06428782325
36041887,257049.4747409963
35848689,256166.81744167482
35868171,256982.7152441135
35795109,257088.71642103235
36013167,256931.3267049174
35748969,256988.3053097369
35794945,257110.27495050651
35797477,257057.65143193523
36016849,257014.54409585378
36068147,257069.21212763668
35800855,257101.22056572934
35872693,257065.7682495432
35856303,255367.13760531935
35800783,257057.0676651129
35859037,257064.22295219684
35752883,256794.82699785702
35812925,257048.40848807862
35995371,257057.1107201384
35914285,257070.6500539785
36002397,256967.63695184898
35793433,257069.75668819548
35750025,257084.5202624815
35779583,257063.67939457655
35879349,257057.0341589631
36045529,257027.569230678
14687747,257054.69245628215
35963955,257001.90042426123
36013443,257062.20415432597
36040843,257048.71748778896
35762929,257043.12620993843
35785345,257045.23850729177
36049675,256999.88469016043
35919763,257058.81486245478
35842341,257062.31106976277
32102725,256885.00402456426
35879265,257066.68541468447
35793875,257072.6825585354
36057521,257057.9095976823
35881363,257056.5812412406
36010169,257071.88177220334
35848681,257065.4069090371
36021917,257056.29560804594
35804475,257085.6500987729
36035361,257106.22314821603
21407343,256959.4700262108
36016583,257037.7564348405
35872771,257060.72291650056
35786989,257037.6770196108
36052281,254753.69526576978
35854073,257053.14909948828
36011777,257022.82013233867
36063527,257111.40144296509
36035613,256996.17367340848
35939847,257000.63907583448
35870685,256918.6610832803
35857477,255033.7509469284
35861647,257013.8138955177
36016533,257119.85779741383
36061537,257020.4351631037
35850663,256948.93512418703
35862269,257066.4835430466
36052157,256986.93060912544
35880427,257074.87291521957
35816257,257009.8670983453
35826809,256813.37183835532
36021703,256122.07651102607
35949949,257013.10132981074
35911407,257096.7211940363
35842253,257072.30363684977
35785219,257036.25097740654
36050533,257025.6801044214
35889983,257042.55111945578
36044717,257099.47848251183
35831439,257054.53195322232
35995763,257068.75051112953
35771947,257057.96074919874
35782989,257084.89388728945
35852751,257053.9017584478
36051449,257061.33579856393
35746617,257048.73682641666
35871507,257025.30748994707
36057245,256999.11181343437
36050185,255630.7256177675
36028961,257066.30389482283
35842045,257050.1268289997
35864153,257087.46966641
35776951,257072.30761390782
35998171,257050.0196143308
36084113,257051.412995566
35764449,254914.46330132993
36087231,256996.3198886831
35822549,256297.17024234572
36062541,257060.49275449265
35845499,257024.75657765806
35852175,257009.1939451142
35778017,257038.27414377444
35911441,257083.75252327905
35815677,257134.26504386606
35994491,257033.0109186066
35889875,256880.4938311059
35969109,257049.78636533316
35835517,257041.88923041546
36086079,257024.6181954068
36060359,257015.63599627305
35778149,256852.80850429213
35908105,257070.1229760179
35830225,257001.8106018518
36002517,257030.34783083474
35835297,256539.43012619056
35636819,257084.1010388699
36026191,257053.59820130753
36028699,257097.0891112455
36009837,257081.04000210177
35888225,257065.03971221048
35844839,257069.57157043242
36002793,257049.60963155044
35739645,257046.6361402554
36003833,255833.12316141857
35900021,256979.18129169405
35845331,257062.4245860505
35901515,256793.22917993928
35964655,256850.83958803068
35846109,257051.45300479015
36057829,257072.0536715384
35812597,255834.55395684444
35829651,257032.5743188419
35815951,257101.71332705612
36041423,257044.16832611794
35788427,257013.800013221
35829361,257058.2014098271
35851427,257057.4020002565
36010985,257037.03255969286
35807659,257001.7916080997
35839999,257063.94524405527
31310817,256086.4429472236
35802283,257124.44873478633
35859423,257010.80886107116
35793827,257065.79507828248
30199301,256982.82162046144
36037319,257046.97539548235
36078859,257004.688515809
35800383,255780.95689595284
35846291,257178.72527226087
36051637,257069.3476745712
35870987,257002.3057210626
35792997,257074.7096932099
36058411,257035.25348004932
36030183,257073.54462808958
36001243,255293.16035409283
35997141,256843.63270899688
36084409,257042.4897989163
36035639,257011.50187575605
36001935,257192.84837764027
35845961,257086.3327159795
35863999,257065.75231797632
35901671,256998.7788349091
35870099,255707.1180269454
35886103,257065.41305114463
35901535,257063.84846714017
36067603,257127.4155734529
35878589,257004.62686825223
36038067,257072.31959451054
35855959,254199.92656849895
36037831,256945.86979863967
36006319,254864.28191433536
35804661,257040.4846638286
35848285,256438.6349297878
36038259,257045.30015635505
36038603,256959.46325891718
35780915,257058.36487444566
36037983,257013.2129316654
36037269,257039.8076132034
36087217,257080.3466125115
35769821,254540.1718667204
31619129,257001.67159601388
35874363,257052.8615321921
35831837,257060.84599968223
35756977,257031.6913043049
36037097,257173.77509351724
35785315,257005.06485585455
35815403,257007.69182685108
35845441,257036.44303858138
35745073,257116.49985727196
35868279,257031.2921197051
35851159,257067.27968251402
35760593,257066.80503739038
35999033,254443.33185685799
35848679,257065.3321028635
35755395,257023.6393327786
35888663,257081.609992144
35765633,257047.8684254227
35939835,257078.02704844618
35997059,257073.6285132149
35769733,257057.0673226494
36027385,257128.02445431444
35882355,257003.68406665823
35978059,256316.88337319798
35919713,256702.19236885596
35964867,257037.92003140177
35741017,257053.14138061387
36024513,257013.48476276238
35753203,256917.22150634087
35808041,256916.9858440313
36087119,257002.9689696318
35795429,256970.112683123
36061951,257031.8619728647
36045489,257056.50695910642
36024277,255070.87809095538
35875483,257042.81184935404
36051553,256996.27616413916
35995965,257037.93201443518
36006217,257077.9056641488
36045301,256872.48980564592
35775531,256965.31581810757
35949483,255486.90933925394
36037939,257108.99168368653
35802473,257056.15254153652
35807809,257003.92328018878
35822455,257056.31157026897
35996145,256856.36488173384
35829779,257057.87993518394
35765951,256977.31828520398
36050171,257056.81797864544
35901119,257011.61224674553
35785759,257097.60274834177
35861839,257045.38961067377
35820427,257063.3380732064
35840191,257007.42785623105
36047441,256995.85732463264
35970335,257101.76287203687
35901417,257043.84560302584
36097391,257048.40168670873
35841851,257082.2266139605
36017323,257126.53650029423
35875159,257023.63097145446
35851737,257037.7005714956
36014873,257094.09837033472
35836715,257045.85581954458
34847561,256991.03707872974
35768363,257056.2128232664
35795269,257028.64290094824
35911399,257045.88326290427
35955227,257053.88620134667
36014259,257028.56447719174
35765539,257033.57031591545
35875307,257061.66400478358
35786837,257049.446021364
36009873,257064.82686492483
35965393,256792.11658738565
35901969,257116.75683386534
35798615,255979.43180183944
35768107,257046.21311959188
35831147,257036.24301285748
35888529,254783.72447079988
36009069,257062.1145617363
35795111,257074.61154783517
35819389,257079.37818467894
35887095,257028.76108984393
35853749,254358.03993770562
36020177,256807.9213932773
35871747,256990.90510326816
35742519,257025.260859266
35884547,257259.2771799527
35812969,254869.2740289517
35791699,257068.59148811147
36025137,257043.67392554125
35820773,257039.28640622052
35882751,254443.67495398168
36044983,257062.509246806
35800993,256985.56679734998
35758301,256995.02586403492
35868137,257048.43111868104
36027505,257074.55489209466
35949947,257021.81725103778
35911245,257009.34390726805
35884737,257059.5809815721
36045749,256192.19052022617
36027733,257096.47520911795
35857615,257069.51895327907
35864817,257076.7197174225
35890973,255061.10722003586
35783243,257051.61907366643
36053751,257061.68903275998
35919837,257073.94911370808
35870247,257055.18206772715
35903733,257045.69118058102
36058355,256964.245809281
35881041,254460.02954624314
35879293,257042.9709471207
35871279,254334.84617597822
35836593,255431.43984829955
35899953,257042.34635173972
35904515,257107.41097204824
36012791,257035.737066178
35793237,257068.23125668362
35776025,257031.19302000554
35867447,257015.77793022693
35811447,256785.67483592214
29467687,256588.19744457107
35898335,256963.44475167213
35862403,257012.19778900043
35861991,257058.17060543268
36096515,257043.68527339463
36080495,256966.67658900638
36089597,257052.12047153705
35851787,257159.19868666792
35857205,257075.62431406643
35762333,256961.25228706282
36018561,257065.7763182179
35839785,256824.70399867234
35761725,257012.63315138838
36058365,257073.7155528099
35775801,257065.99596798277
36029297,257065.46584838003
35756803,257101.07336721424
35801935,257087.3437168375
35943393,257036.47839887484
36069133,257024.93773724287
35815111,257021.28566013844
35841569,257019.58204534263
35835447,257052.37892638845
36011005,257069.5355143215
35862959,257076.25245114582
35868419,256960.7263231081
35759535,255192.5034376799
27671535,257054.0878613129
35812247,256848.52840290012
35901887,256986.91045823466
35798667,256794.87949167372
35886817,257079.6846669584
35827323,257020.13718260615
35845947,255673.39698647216
35831649,257078.52721373047
35795695,257023.6973309973
35840363,257057.5413437028
35868553,256921.97705862697
35827955,257058.6554826999
35747839,257086.28093627706
35800607,257029.61576432548
35862433,257080.77421510004
35987811,256857.19338803983
35750801,257050.7404066863
36038059,257048.05801209796
35783149,256997.33662330985
35760735,256983.35332148313
36039707,257049.10589386587
35842385,256919.65321593158
35852377,257016.61591564864
35820719,257087.07344110814
35897405,257005.55215396758
35845829,256986.97277522812
35886267,257083.0042412703
35859409,257004.0921591453
35838249,257011.50637618185
35975951,256819.7098246215
36063735,256880.4456843738
35745727,257084.30991910372
35786491,257013.3915792478
35829233,254117.3745160842
35880025,257146.85132650638
35862373,257098.0051760359
35813399,257056.00881623747
35784479,257040.2878351286
36048133,257084.1988697325
35823939,254640.55705202732
36025619,257158.58152990523
35809797,257013.08201733307
36040421,257214.1441456449
35784489,256322.0613168521
35840173,257039.02760820737
36092415,257044.45954796582
36038439,257069.40339078786
36050417,257069.75198660704
35787251,256954.55235337114
35874529,257022.48338863236
29054851,257000.90693378588
35999487,257016.48924426612
36033317,256988.17121345896
35768441,257042.07212246102
35940091,257073.06329476045
36016217,257031.80456613767
36034529,257067.66446259094
36013365,257060.33654287463
35754385,257055.89252205525
35908305,257077.9311652741
35851165,257000.31031571774
35839749,256039.16582698034
36046039,257053.30986323857
35829851,257024.43088855568
35835383,255960.1779703706
36059209,257101.12269483326
36071867,255610.18734931445
36040179,256785.667336002
35897355,257006.44143620363
35999081,256958.8211419939
35782803,257035.58460472545
35840007,257085.52845146094
35963937,256985.30904889965
35774431,257065.0760700041
35842943,257079.57365553553
35808609,257102.8706251101
36033189,257026.59550280162
35876051,257063.69574611328
35845497,257020.4416364231
35947767,256771.93427166026
35880731,255351.874072024
35804303,256866.16353675962
36030323,253990.31078246655
35753847,256809.21380162166
35857825,256859.33092940017
36010303,255884.76999379418
36027351,256947.10374718087
35808355,257057.78629087156
35955187,257071.00831342704
35868323,257067.19983022823
35778265,257020.85332713806
35849403,257033.03122342384
36017907,257072.96115345944
36056945,257006.7157794713
35765895,257062.78656996114
31555481,256171.56184750033
35902995,256996.41261146133
35872705,257028.53699016606
35831933,257017.02584072953
35829333,255028.13913431752
36062919,257062.9957192879
35959847,257130.67532668542
35946343,257073.03404428822
35906537,255607.20708615286
35868585,257047.83571209124
35881623,257044.11302418192
35949703,257021.33301762113
32335123,257053.3275975788
35842829,257071.1744658093
36035033,257095.46896222982
35857351,257057.9827241507
36040315,254821.47310404724
36028417,257071.03183667583
35758271,257011.90784037355
35870803,257072.3836515781
36052505,257071.3459641729
35848973,256861.65589533848
35872679,257033.21799765114
35775433,255071.7066531777
36032757,257073.92745131228
35874921,256997.58275910368
35759251,255870.01755121554
32091751,257082.40336027334
35949889,257010.1291175965
35939825,257064.88622260696
35831373,256798.49864907755
36038435,257060.1368158322
28016333,257123.65829381664
36045255,257036.8352131341
35637547,257005.78345557337
36001945,257095.15539927126
35822957,256964.4389294018
36017097,257040.47016651902
35848275,257053.50617273976
35996539,257075.12385918453
35854847,256986.76183816642
35813479,257040.99044719074
35881691,254325.6882072577
35876291,257047.96891249355
35792283,254745.33105084347
35775539,257057.47196057043
36015035,256986.53602395926
36010981,257071.14067491386
35901963,257031.16833059286
35876007,256971.56966824114
15780193,256983.91748327663
36033415,257058.1580448359
35964121,256995.65319724006
35845705,257068.16384059962
36040403,256890.64450227053
36021839,256990.13209805466
35783093,256792.90704874616
36060371,257032.1977953277
22359113,257041.12256202768
35856993,256920.76616110787
35823755,257073.96702811844
36003039,257064.6419683098
35830435,256973.2510636011
35852581,257061.88056869057
35875917,256978.89084206862
35856709,256198.36796153395
35779335,257080.170583685
36059277,257063.18018264807
35833927,256633.90803502043
35864431,255881.13653345965
35794947,256977.70384071107
36049191,257059.73033677088
35868541,257008.50112818967
36080823,256831.88420754403
35762367,257056.13519859218
35852513,257079.6739797329
36017091,257106.82531382298
35796663,256835.9045589241
35810885,257054.4304173992
35867415,257022.26724402574
35928499,256984.7765676769
35836049,256845.3734071476
35853215,254060.69366799528
35886465,257088.28916177514
35889545,257069.76233582295
35804815,257146.99673105995
36047731,257066.87355118754
35949901,256755.49611437364
35901399,257005.10151394983
35798709,257024.152022993
35878345,257096.0377910979
35840061,257039.13512822922
30758061,257038.39401670964
36011173,257061.09295454947
32278945,257058.53673334367
35857051,257080.6521555183
35983441,257022.77041613928
35997913,257033.0582894607
35779349,257045.63896685795
35831139,257054.0163076536
35957091,257094.32519107772
29228213,257062.29674498134
35911035,257101.62299857108
23257461,257065.5431549871
35815627,257042.80659729915
35928701,257046.83715291452
35753273,256990.28662300267
35852195,256991.45218971558
35877253,256652.58661169303
36021715,257047.31974776532
36033411,257054.76291164957
35757163,257013.77726533648
35798811,257044.58126394037
35998033,257092.03993262135
35874417,256984.9260789519
35820367,257060.64691335429
35840225,257054.59927025245
35985733,257021.66569965295
36012995,257073.53941593727
35897125,256877.00070178864
35869521,256263.03057619068
35849485,257044.36159532107
35833099,254122.7637504804
36037331,256932.12413226112
35811473,257058.01058158
35830617,257029.34663449452
35869901,256988.96323807637
36001359,257086.5763307723
35774731,257016.4229778286
35863805,257104.6955061729
35875169,257062.54944211547
35757531,257068.56609959961
36061127,257053.91144806394
35856943,257038.53505191367
35996733,257055.15714516412
35756863,257031.90607444677
36016275,254947.8158116895
32003525,256721.30799146483
35765965,257033.72698318903
35876501,257050.46268239
36041195,257068.5056562225
36029211,256323.21563744548
35876845,254719.1928047162
35757541,257099.61089248734
35825705,257055.6979342779
36027599,257035.24106941774
35768155,257073.80715411837
35867485,257078.0035771464
35784047,257026.04356780468
35806871,257039.96306257494
35996607,254690.5678050771
35778199,256965.34650350417
35811463,257047.07871315363
35768297,257002.73456001474
33735507,257025.3382696662
36078677,257032.72681456766
36003535,257033.74152421454
35999625,256995.54590250613
36047281,257035.16922466297
35831799,257078.20784141062
35793105,257069.9738732089
35738409,257058.3188903665
36031621,257028.25055983837
36009793,257061.5655108627
36052321,256882.40664068804
35911041,257077.31106150127
35897245,257019.4525971041
35987477,257030.9546981621
35845779,257017.16316487463
35781361,254013.73451023453
35964917,257003.26141296618
35783561,257031.47007931359
35753311,256930.75891816572
35830667,254225.692009408
35839769,257108.55972089357
35962163,257004.40025310317
36016629,257072.1244880111
35756889,256997.0397589017
36063295,256987.7068047429
36049807,256983.58661877105
35785327,257010.0709284334
31954327,257039.08099848498
35794023,257081.5677850606
35838083,257027.55704706558
35815065,256973.4556535949
36046001,256127.6383774334
35782829,257052.13774747867
35995977,257057.49739942848
35862459,257083.18200056814
35811129,257053.04928183308
35801045,257066.68284894855
35776945,257046.84588056288
35964295,256976.5145406393
36016525,257119.24948366397
35979309,257019.31081906328
35840517,257059.2886417869
36077541,257012.85348593356
36062055,257140.56485062072
35901619,257068.73979524418
35970961,257053.1952461395
35824343,257050.8860499435
35745863,257038.8143931974
35840569,257050.33118563337
35750327,257060.7350781369
35901575,257055.827509411
35870161,257019.982241315
35812203,257053.7432076574
35889821,257055.4243123518
35811893,257031.06048540698
35887127,257019.5755289921
35815811,257076.51339311825
35815587,257048.16782214583
36032429,257110.44217526005
35869499,256777.80869797766
35855055,257024.71497277723
35832193,257028.53582574936
35856717,256105.28357387934
36050761,255257.5807336424
36067487,254917.69262006116
36055883,256971.9264523246
35969425,257059.60853554538
35819823,257092.31956436977
36043653,257054.95412313697
35818197,257076.45322294254
36042063,257121.34912241268
36060787,257052.96533418476
35824761,257064.42252187475
36044025,256346.83233661996
36024891,257063.3104852029
36051361,254893.0633723322
36010203,257086.9098562101
35815897,257119.3052753437
36048389,257074.17126097527
35861441,254996.24319483145
35899905,257039.3263883335
35876075,257026.58736878753
35904713,257067.1258433436
36067401,257013.16809467494
35823699,257078.69919322926
35795433,257064.91210309038
35776649,257011.04440667736
35823867,256999.04759257505
36009053,257070.98566132924
36051377,257094.07082292432
35798759,257033.80710978297
35826345,256949.11768284114
36025011,257103.62405024582
35878741,256993.69977405574
36018205,257029.27529567262
35829501,257066.3271483285
35814905,257080.63806878688
35984141,254994.84708329194
35798067,256799.88925210433
30947209,257076.28614706718
35918433,257053.32554522512
35858795,257029.34444401137
35939991,257076.00696145007
35768343,257050.75905479182
35998619,256971.5951366723
35875473,257083.13135227322
35952409,257018.28966445295
35889823,255422.24967143286
35811303,257071.91148024605
36031609,257046.91343862322
36028649,257066.2684150658
36013811,257023.8601019167
36011213,256995.7953064616
35983713,257038.46840580282
36062555,257049.6659062751
36067833,257057.57495064946
35902367,257023.32807454292
35867241,257031.9967557102
35876433,257031.43719822326
36050485,256917.87127814023
35996491,257066.81657756618
35840299,257038.50439341104
35772725,257058.1366828265
35735885,256957.88861994125
36014749,257070.02931548207
35870937,257040.2604890437
35749443,257081.87224872698
35928481,257037.235330732
35864711,257074.80048991865
36021553,257084.44242564222
35999031,257106.86941849772
35750237,257063.6519341923
35889987,257058.93996714352
